
epoch: 0, batch id: 0, loss: 4.72434, avg_loss: 3.77948, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 20, loss: 4.18518, avg_loss: 4.17327, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 40, loss: 3.54016, avg_loss: 3.49789, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 60, loss: 3.28183, avg_loss: 3.21164, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 80, loss: 2.57673, avg_loss: 2.61942, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 100, loss: 2.97224, avg_loss: 2.87634, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 120, loss: 2.40942, avg_loss: 2.4783, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 140, loss: 2.84096, avg_loss: 2.78485, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 160, loss: 2.76076, avg_loss: 2.72053, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 180, loss: 2.39333, avg_loss: 2.37603, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 200, loss: 2.14528, avg_loss: 2.19334, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 220, loss: 2.54785, avg_loss: 2.54187, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 240, loss: 2.46124, avg_loss: 2.38241, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 260, loss: 1.86765, avg_loss: 1.90309, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 280, loss: 1.95399, avg_loss: 2.04154, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 300, loss: 2.5174, avg_loss: 2.38656, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 320, loss: 2.02983, avg_loss: 2.00119, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 340, loss: 2.05959, avg_loss: 2.05988, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 360, loss: 2.24615, avg_loss: 2.28005, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 380, loss: 1.96193, avg_loss: 2.1123, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 400, loss: 2.83123, avg_loss: 2.81366, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 420, loss: 1.73222, avg_loss: 1.85156, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 440, loss: 2.31837, avg_loss: 2.18202, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 460, loss: 1.71856, avg_loss: 1.73131, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 480, loss: 2.31825, avg_loss: 2.3174, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 500, loss: 1.78688, avg_loss: 1.87269, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 520, loss: 2.42743, avg_loss: 2.28603, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 540, loss: 1.78434, avg_loss: 1.86939, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 560, loss: 2.4393, avg_loss: 2.41316, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 580, loss: 2.29978, avg_loss: 2.25434, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 600, loss: 2.17159, avg_loss: 2.12586, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 620, loss: 1.61263, avg_loss: 1.6696, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 640, loss: 1.5687, avg_loss: 1.71216, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 660, loss: 1.89719, avg_loss: 1.90193, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 680, loss: 2.39896, avg_loss: 2.33843, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 700, loss: 2.24813, avg_loss: 2.20923, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 720, loss: 2.32142, avg_loss: 2.26479, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 740, loss: 1.91769, avg_loss: 1.8857, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 760, loss: 2.10513, avg_loss: 2.06281, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 780, loss: 2.42041, avg_loss: 2.34428, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 800, loss: 1.677, avg_loss: 1.78813, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 820, loss: 2.35263, avg_loss: 2.27284, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 840, loss: 2.32104, avg_loss: 2.22825, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 860, loss: 1.76056, avg_loss: 1.83708, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 880, loss: 2.18879, avg_loss: 2.11983, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 900, loss: 1.88982, avg_loss: 1.96711, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 920, loss: 1.88148, avg_loss: 1.89547, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 940, loss: 1.97888, avg_loss: 1.99297, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 960, loss: 2.02364, avg_loss: 2.01488, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 980, loss: 1.51368, avg_loss: 1.60562, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1000, loss: 1.79349, avg_loss: 1.86346, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1020, loss: 1.70164, avg_loss: 1.82483, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1040, loss: 1.54405, avg_loss: 1.5598, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1060, loss: 1.84218, avg_loss: 1.89657, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1080, loss: 2.37385, avg_loss: 2.35612, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1100, loss: 1.82675, avg_loss: 1.94274, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1120, loss: 1.65638, avg_loss: 1.76883, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1140, loss: 2.01777, avg_loss: 1.96937, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1160, loss: 1.93125, avg_loss: 1.95184, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1180, loss: 1.77269, avg_loss: 1.75763, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1200, loss: 1.91897, avg_loss: 1.90702, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1220, loss: 2.10683, avg_loss: 2.05184, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1240, loss: 1.98937, avg_loss: 2.01145, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1260, loss: 1.91558, avg_loss: 1.90666, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1280, loss: 1.53755, avg_loss: 1.5351, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1300, loss: 1.60676, avg_loss: 1.66998, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1320, loss: 1.92847, avg_loss: 1.97915, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1340, loss: 2.06732, avg_loss: 2.00363, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1360, loss: 1.79783, avg_loss: 1.77189, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1380, loss: 1.55787, avg_loss: 1.65963, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1400, loss: 2.90993, avg_loss: 2.72661, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1420, loss: 2.18385, avg_loss: 2.07581, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1440, loss: 1.8627, avg_loss: 1.85401, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1460, loss: 1.80471, avg_loss: 1.86637, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1480, loss: 2.31308, avg_loss: 2.18867, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1500, loss: 1.62135, avg_loss: 1.70901, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1520, loss: 2.37742, avg_loss: 2.17859, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1540, loss: 1.79772, avg_loss: 1.84133, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1560, loss: 1.93712, avg_loss: 1.94059, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1580, loss: 2.36903, avg_loss: 2.43066, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1600, loss: 1.9612, avg_loss: 1.88408, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1620, loss: 2.18252, avg_loss: 2.11678, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1640, loss: 1.6004, avg_loss: 1.62299, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1660, loss: 1.39674, avg_loss: 1.57522, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1680, loss: 1.62731, avg_loss: 1.6568, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1700, loss: 1.909, avg_loss: 1.90059, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1720, loss: 1.62386, avg_loss: 1.60982, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1740, loss: 1.63607, avg_loss: 1.66423, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1760, loss: 1.96054, avg_loss: 1.98159, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1780, loss: 2.38843, avg_loss: 2.35302, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1800, loss: 1.66987, avg_loss: 1.73579, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1820, loss: 2.10371, avg_loss: 2.06997, accuracy: 0.0, acccyracy_t3: 0.0
epoch: 0, batch id: 1840, loss: 1.26512, avg_loss: 1.39162, accuracy: 0.0, acccyracy_t3: 0.0
